Date,ACB,BCM,BID,CTG,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SSB,STB,TPB,VCB,VHM,VIC,VJC,VNM,VRE
2023-05-14 17:00:00+00:00,,,32562.0859375,25057.833984375,,19818.181640625,10072.5224609375,,,,,,,,53353.1171875,,,,,
2023-05-15 04:00:00+00:00,6.679999828338623,42.78919982910156,,,66.48999786376953,,,86.59716033935547,0.550000011920929,0.6850000023841858,2.0399999618530273,60.63842010498047,,22.04195785522461,,,,,11.736044883728027,16.089672088623047
2023-05-21 17:00:00+00:00,,,31828.705078125,24878.849609375,,19181.818359375,10180.4423828125,,,,,,,,52107.078125,,,,,
2023-05-22 04:00:00+00:00,5.400000095367432,42.755001068115234,,,64.80999755859375,,,86.02115631103516,0.5799999833106995,0.6420000195503235,2.059999942779541,62.23769760131836,,21.058820724487305,,,,,11.669631958007812,15.622740745544434
2023-05-28 17:00:00+00:00,,,32782.1015625,25639.533203125,,19636.36328125,10791.98828125,,,,,,,,53749.5859375,,,,,
2023-05-29 04:00:00+00:00,5.150000095367432,42.790000915527344,,,65.4800033569336,,,86.73651885986328,0.5699999928474426,0.7049999833106995,2.2100000381469727,64.56478881835938,,21.737186431884766,,,,,12.200932502746582,16.33286476135254
2023-06-04 17:00:00+00:00,,,31865.375,25371.056640625,,20818.181640625,10899.908203125,,,,,,,,56921.3203125,,,,,
2023-06-05 04:00:00+00:00,5.300000190734863,42.8650016784668,,,65.6500015258789,,,87.03209686279297,0.5400000214576721,0.6489999890327454,2.2799999713897705,67.58139038085938,,22.120607376098633,,,,,12.476069450378418,16.624698638916016
2023-06-11 17:00:00+00:00,,,32048.720703125,25505.294921875,,21318.181640625,10612.12109375,,,,,,,,59470.03515625,,,,,
2023-06-12 04:00:00+00:00,5.400000095367432,42.8650016784668,,,66.44999694824219,,,87.18114471435547,0.5699999928474426,0.6499999761581421,2.1500000953674316,67.86869049072266,,22.29757308959961,,,,,12.4570951461792,16.57605743408203
2023-06-18 17:00:00+00:00,,,32488.748046875,26176.48828125,,23090.908203125,11043.80078125,,,,,,,,56581.4921875,,,,,
2023-06-19 04:00:00+00:00,5.510000228881836,42.8650016784668,,,68.69000244140625,,,87.24639892578125,0.5400000214576721,0.5950000286102295,2.240000009536743,61.605648040771484,,22.637361526489258,,,,,12.84608268737793,15.895118713378906
2023-06-25 17:00:00+00:00,,,31792.037109375,26400.21875,,23772.7265625,10899.908203125,,,,,,,,56638.12890625,,,,,
2023-06-26 04:00:00+00:00,5.349999904632568,42.8650016784668,,,69.69999694824219,,,86.90166473388672,0.5899999737739563,0.5789999961853027,2.0,63.01340103149414,,23.672607421875,,,,,12.618382453918457,15.61301040649414
2023-07-02 17:00:00+00:00,,,32488.748046875,26489.7109375,,24954.544921875,11583.400390625,,,,,,,,59470.03515625,,,,,
2023-07-03 04:00:00+00:00,5.539999961853027,42.8650016784668,,,66.31999969482422,,,85.35498046875,0.5799999833106995,0.5720000267028809,1.7999999523162842,65.14895629882812,,23.60359001159668,,,,,12.760695457458496,15.885388374328613
2023-07-09 17:00:00+00:00,,,34285.53125,26758.1875,,25000.0,11259.640625,,,,,,,,59470.03515625,,,,,
2023-07-10 04:00:00+00:00,5.340000152587891,42.8650016784668,,,67.55999755859375,,,87.12029266357422,0.5699999928474426,0.6299999952316284,1.7899999618530273,67.3994369506836,,23.80078125,,,,,13.32994556427002,16.21613121032715
2023-07-16 17:00:00+00:00,,,34285.53125,26579.203125,,25818.181640625,11691.3203125,,,,,,28750.0,,59470.03515625,59000.0,52100.0,98000.0,,
2023-07-17 04:00:00+00:00,5.050000190734863,42.8650016784668,,,70.44999694824219,,,87.05487823486328,0.550000011920929,0.6000000238418579,1.659999966621399,71.94827270507812,,24.372629165649414,,,,,13.595595359802246,16.59551239013672
2023-07-23 17:00:00+00:00,,,34248.859375,26400.21875,,25727.2734375,11727.2939453125,,,,,,28650.0,,62207.359375,58900.0,51500.0,97800.0,,
2023-07-24 04:00:00+00:00,5.320000171661377,,,,68.08999633789062,,,86.77458190917969,0.5699999928474426,0.5600000023841858,1.659999966621399,74.30409240722656,,23.386680603027344,,,,,14.050996780395508,18.044944763183594
2023-07-30 17:00:00+00:00,,,35495.60546875,27742.6015625,,24863.63671875,12410.7861328125,,,,,,28950.0,,60267.55859375,63000.0,62200.0,101000.0,,
2023-07-31 04:00:00+00:00,5.46999979019165,,,,66.83000183105469,,,85.71875762939453,0.5699999928474426,0.5389999747276306,1.659999966621399,75.03189849853516,,24.905038833618164,,,,,14.307158470153809,18.103313446044922
2023-08-06 17:00:00+00:00,,,34248.859375,28727.017578125,,25181.818359375,13382.0654296875,,,,,,31850.0,,60468.2265625,60900.0,72600.0,101100.0,,
2023-08-07 04:00:00+00:00,5.320000171661377,,,,66.31999969482422,,,85.42120361328125,0.5600000023841858,0.47999998927116394,1.9199999570846558,72.33133697509766,,25.161388397216797,,,,,14.402033805847168,17.986581802368164
2023-08-13 17:00:00+00:00,,,32415.41015625,27474.125,,24090.908203125,13130.251953125,,,,,,31300.0,,59866.22265625,56800.0,66900.0,97900.0,,
2023-08-14 04:00:00+00:00,5.099999904632568,,,,62.849998474121094,,,84.97135925292969,0.5600000023841858,0.44999998807907104,1.940000057220459,69.55516815185547,,24.48108673095703,,,,,13.453283309936523,17.67529296875
2023-08-20 17:00:00+00:00,,,33148.7890625,27876.83984375,,23590.908203125,13441.78125,,,,,,31100.0,,57658.86328125,54100.0,63500.0,97000.0,,
2023-08-21 04:00:00+00:00,4.429999828338623,,,,62.72999954223633,,,85.20565032958984,0.5600000023841858,0.37599998712539673,1.9299999475479126,67.36650085449219,,24.15572166442871,,,,,13.832782745361328,17.928211212158203
2023-08-27 17:00:00+00:00,,,34432.20703125,29040.240234375,,25090.908203125,13741.4384765625,,,,,,32650.0,,59598.6640625,54700.0,62100.0,98000.0,,
2023-08-28 04:00:00+00:00,4.71999979019165,,,,62.79999923706055,,,85.42120361328125,0.5600000023841858,0.3880000114440918,1.9800000190734863,72.13914489746094,,24.362768173217773,,,,,14.354597091674805,17.860116958618164
2023-09-03 17:00:00+00:00,,,34468.875,28906.001953125,,26136.36328125,13784.24609375,,,,,,32500.0,,59866.22265625,54000.0,59100.0,101400.0,,
2023-09-04 04:00:00+00:00,5.289999961853027,,,,64.36000061035156,,,85.31015014648438,0.5600000023841858,0.3919999897480011,1.7799999713897705,67.42435455322266,,23.021881103515625,,,,,14.667683601379395,17.47100830078125
2023-09-10 17:00:00+00:00,,,34322.19921875,29308.716796875,,25090.908203125,13484.5888671875,,,,,,32500.0,,60066.890625,50500.0,53600.0,99700.0,,
2023-09-11 04:00:00+00:00,9.829999923706055,,,,65.0199966430664,,,85.18795776367188,0.5699999928474426,0.45500001311302185,1.7699999809265137,67.31829071044922,,23.71204376220703,,,,,14.183820724487305,17.17917823791504
